,cleaned,class
16015, @USER i had such a classic style of tweeting trolls dyke tweets lists etc its crazy how many niggas tweet just like me now,0
16016, @USER i remember i was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips are not tal,0
16017, @USER if this nigga kanye took kim k to wendys this means you all regular hoes do not deserve them dates HTTPURL,0
16018, @USER miley cyrus pussy probably taste like wet dog she has a negative ass and the bitch looks like justin bieber she so ove,0
16019, @USER my girl told me she was on her period i immediately power bombed her hoe ass,0
16020, @USER that is logic for a hoe @USER if you single nobody can tell you what to do right right,0
16021, @USER you unhappy scrappy i got pataki at me bitches say i am tacky daddy range look like laffy taffy,0
16022, @USER instagram always be acting like a bitch bruh,0
16023, @USER will your bitches do this for you HTTPURL,0
16024, @USER loyalty is not dead gtfo do not marginalize me bitch,0
16025, @USER yeah we cannot wrestle might have to rock bottom you foreal @USER i am a big bitch and proud laugh out loud let me live,0
16026, @USER hit the bitch nd forget the bitch but i left my kids on her fuckin face,0
16027, @USER @USER @USER damn cuh alu mohe my nigga just make sure you alu polosi ho nifo ,0
16028, @USER oua ita siana alu polosi ho nifo namu tae,1
16029, @USER ugly hoes love to fight laughing my ass off they are not got none to lose ,0
16030, @USER @USER give us our credit bitch we went out there took that w HTTPURL @USER took tha,0
16031, @USER @USER do not forget we got to take out trash and need milkand spermicidal lube,1
16032, @USER scorpio aka hoe season right around the corner,0
16033, @USER that bitch had to pull my hair to win @USER laugh out loud so what do you tweet if you lose,0
16034, @USER be right when you want to fuck a bad hoe too or a hoe you did not really want to fuck,0
16035, @USER if i eat the pussy and it taste like mold i stop so you cannot tell people i ate you if i are not finish,0
16036, @USER if he tell you that you got some good pussy but he never try to hit again what that mean,0
16037, @USER jody was really a pussy though he let some lil niggas jump him and take his bike old head sonned him in front of his mama,0
16038, @USER laugh out loud @USER nigga like damn why would this bitch do this i helped your family move and the dryer almost fell,0
16039, @USER long distance sex will definitely have you thinking you like a bitch a lil too much,0
16040, @USER nowadays if you have a threesome with these new generation bitches that one hoe going to go tell everybody she fucked both ,0
16041, @USER female ig models in person be so trash ,1
16042, @USER nigga fuck you you a bitch ass nigga dat are not sneak dissn you bitch made shit sta er @USER @USER a sneak dis,0
16043, @USER all the hoes know each other ,0
16044, @USER i forgive all you hoesgirls,0
16045, @USER the top comeback for when you call a nigga ugly i still pull more hoes than you,0
16046, @USER rip robin williams i am going to fuck the baddest bitch tonight for you bruh,0
16047, @USER hell nah bitch HTTPURL,0
16048, @USER that is when you say this bitch are not got no job ml ,0
16049, @USER these bitches are not shit pussy is my greatest vice i love smokin weed i hate advice,0
16050, @USER remember all the trash on the floor of your car we upgraded it put wales the gifted so it feels like your old car htt,1
16051, @USER @USER rihanna is a talented hoe HTTPURL,0
16052, @USER @USER dez is caked up with some bitch or something because hes not playing like dez bryant god dammit patr,0
16053, @USER one nigga from the past told me one thing id never forget one mans trash is another mans treasure,0
16054, @USER @USER @USER nicca said i am going to slap ya daddy out den put them n da yo he still that nigga when he are not s,0
16055, @USER eat mangos get bitches to be honest i do not do either of these,0
16056, @USER you all hoes and you all plastic ass bodies man smh,0
16057, @USER shout out to my mama because she are not raise no hoe,0
16058, @USER lmfao like is this bitch alanah serious ,0
16059, @USER exactly same shit i said @USER so nobody think mimi was outta line for inviting stevie j to the gay nicca v,0
16060, @USER id rather argue make up then fight break up because thirsty bitches love to see happy homes fuc,0
16061, @USER tacos over hoes,0
16062, @USER i am shitty but i promise you i am better than that bitch,0
16063, @USER @USER @USER good pussy have a nigga like HTTPURL funniest thing i have ever seen on ,0
16064, @USER i am a lil bitch,0
16065, @USER mets superstar pitcher @USER is at the yankees game wearing a knicks hat knickstape HTTPURL,1
16066, @USER laughing my ass off damn this bitch so trash @USER laughing my ass off HTTPURL,0
16067, @USER niggas be trippin about they shoes in clubs tf you wear them hoes for nigga all my shoes club shoes ,0
16068, @USER you want a nigga to just spend all his hard earned money on you hoe go strip that solves that problem laugh out loud,0
16069, @USER i color my entire arm black with a sharpie and fist my wifes asshole just so she knows what a nigger dick feels like,0
16070, @USER i gave up calling my wife a nigger during sex for lent,0
16071, @USER fighting over a hoe is one of the lamest things you can do,0
16072, @USER on nigger day we honor nigger traditions by not working,0
16073, @USER so wake the bitch upl jack bauer lad,0
16074, @USER @USER searching for these hoes i got HTTPURL you are not the only one bruh HTTPURL,0
16075, @USER because her ass fat maybe her pussy wack it drove her man to crack @USER khloe kardashian is winning at life HTTPURL,0
16076, @USER grow up bitch,0
16077, @USER hot trash,1
16078, @USER today something is dope tomorrow that same thing is trash next month it is irrelevant next year its classic,1
16079, @USER i swear bitches fall over niggas who do not believe in combing their hair,0
16080, @USER told you @USER a prize is more than trash,1
16081, @USER ya beats trash nigga @USER sosaonthebeat fuck who do not like,0
16082, @USER five things ill never give a bitch my hea my weed my money my twitter my netflix password ,0
16083, @USER so to them side hos that know they the side hos we need more of ya,0
16084, @USER ross pulling hoes @USER @USER @USER HTTPURL,0
16085, @USER when you all got the same baby mama and realize that bitch is the real enemy HTTPURL,0
16086, @USER all i want for my birffday is a big booty hoe she got to big booty so i call her big booty lyricsyouliketoscream,0
16087, @USER sometimes i turn my phone on loud to tweet just to hear the bird chirp truestory teamiphone,1
16088, @USER superman man of steel emotions of bitch truestory,0
16089, @USER we all know that one person that could say anything and you just look at them thinking you are retarded stfu stupidbitches,0
16090, @USER if ya friends always trynna get you to breakup wit ya nigga or do thot shit wit themthem bitches really are not ya friends,0
16091, @USER for years two fan bases unc and indiana have said they do things the right way while uk and others are rogues my ho,1
16092, @USER bitch think she know everything ha,0
16093, @USER you cannot please everyone and you should not nothing good comes from having people who say faggot as an insult on your,0
16094, @USER you know how in superhero stories the best insult for superheroes dumb mooks can come up with is dogooder whiteknight,1
16095, @USER @USER retweets the most random shit just because a bad bitch tweeted it ,0
16096, @USER if you buy tickets for transformers d they just lock you in an aluminum trash can and toss you from an overpass into rus,1
16097, @USER amber rose is everything at the vmas killen every bitch,0
16098, @USER and i am that bitch who does not forget,0
16099, @USER i am your bitch down for whatever,0
16100, @USER so its rude to talk about fat bitches but its cool to talk about skinny bitches cus i know alot of thick hoes on the ver,0
16101, @USER you keep your bitch ill stay on my grind,0
16102, @USER keys open doors when them keys is albino,1
16103, @USER here is a michaelbrown suppo er she says whites are just evil albino black babies seriously tcot @USER HTTPURL,0
16104, @USER @USER @USER @USER @USER @USER @USER wtf this bitch sounds retarded,0
16105, @USER write bars about your side hoes and money so she knows its real,0
16106, @USER just got in flappy bird holy shit,0
16107, @USER laughing my ass off that bitch saw the camera looked up at the big screen n then realized HTTPURL,0
16108, @USER when ya side hoe playing too much all you want is head HTTPURL,0
16109, @USER i only eat gluton free pussy lil b,0
16110, @USER that nerdy fat bitch yes sir she fucked the basedgod lil b,0
16111, @USER ultimate bitch mixtape is done words from lil b lil b,0
16112, @USER @USER dats y i do not argue wit dese bitches laugh out loud keep it brief trappa lls,0
16113, @USER still texans nation hoe,0
16114, @USER isis and jihadi terrorists post tweets every minute to spread propaganda HTTPURL,1
16115, @USER @USER go home bitch,0
16116, @USER bitches twerk to anything rock countrythese bitches a twerk to gospel to take me to the king ,0
16117, @USER id never send my kids to private school because then they would never experience ghetto public school fights,1
